 32765 ,  402 ,  
 32745 ,  1206 , 
 32706 ,  2009 , 
 32647 ,  2811 , 
 32568 ,  3611 , 
 32469 ,  4409 , 
 32351 ,  5205 , 
 32214 ,  5997 , 
 32057 ,  6786 , 
 31881 ,  7571 , 
 31685 ,  8351 , 
 31471 ,  9126 , 
 31237 ,  9896 , 
 30985 ,  10659 ,
 30714 ,  11416 ,
 30425 ,  12167 ,
 30117 ,  12910 ,
 29791 ,  13645 ,
 29447 ,  14372 ,
 29086 ,  15090 ,
 28707 ,  15800 ,
 28310 ,  16499 ,
 27897 ,  17189 ,
 27466 ,  17869 ,
 27020 ,  18537 ,
 26557 ,  19195 ,
 26077 ,  19841 ,
 25583 ,  20475 ,
 25073 ,  21097 ,
 24547 ,  21706 ,
 24007 ,  22301 ,
 23453 ,  22884 ,
 22884 ,  23453 ,
 22301 ,  24007 ,
 21706 ,  24547 ,
 21097 ,  25073 ,
 20475 ,  25583 ,
 19841 ,  26077 ,
 19195 ,  26557 ,
 18537 ,  27020 ,
 17869 ,  27466 ,
 17189 ,  27897 ,
 16499 ,  28310 ,
 15800 ,  28707 ,
 15090 ,  29086 ,
 14372 ,  29447 ,
 13645 ,  29791 ,
 12910 ,  30117 ,
 12167 ,  30425 ,
 11416 ,  30714 ,
 10659 ,  30985 ,
 9896 ,   31237 ,
 9126 ,   31471 ,
 8351 ,   31685 ,
 7571 ,   31881 ,
 6786 ,   32057 ,
 5997 ,   32214 ,
 5205 ,   32351 ,
 4409 ,   32469 ,
 3611 ,   32568 ,
 2811 ,   32647 ,
 2009 ,   32706 ,
 1206 ,   32745 ,
 402 , 	  32765 ,
 -402 ,   32765 ,
 -1206 ,  32745 ,
 -2009 ,  32706 ,
 -2811 ,  32647 ,
 -3611 ,  32568 ,
 -4409 ,  32469 ,
 -5205 ,  32351 ,
 -5997 ,  32214 ,
 -6786 ,  32057 ,
 -7571 ,  31881 ,
 -8351 ,  31685 ,
 -9126 ,  31471 ,
 -9896 ,  31237 ,
 -10659 , 30985 , 
 -11416 , 30714 , 
 -12167 , 30425 , 
 -12910 , 30117 , 
 -13645 , 29791 , 
 -14372 , 29447 , 
 -15090 , 29086 , 
 -15800 , 28707 , 
 -16499 , 28310 , 
 -17189 , 27897 , 
 -17869 , 27466 , 
 -18537 , 27020 , 
 -19195 , 26557 , 
 -19841 , 26077 , 
 -20475 , 25583 , 
 -21097 , 25073 , 
 -21706 , 24547 , 
 -22301 , 24007 , 
 -22884 , 23453 , 
 -23453 , 22884 , 
 -24007 , 22301 , 
 -24547 , 21706 , 
 -25073 , 21097 , 
 -25583 , 20475 , 
 -26077 , 19841 , 
 -26557 , 19195 , 
 -27020 , 18537 , 
 -27466 , 17869 , 
 -27897 , 17189 , 
 -28310 , 16499 , 
 -28707 , 15800 , 
 -29086 , 15090 , 
 -29447 , 14372 , 
 -29791 , 13645 , 
 -30117 , 12910 , 
 -30425 , 12167 , 
 -30714 , 11416 , 
 -30985 , 10659 , 
 -31237 , 9896 ,  
 -31471 , 9126 ,  
 -31685 , 8351 ,  
 -31881 , 7571 ,  
 -32057 , 6786 ,  
 -32214 , 5997 ,  
 -32351 , 5205 ,  
 -32469 , 4409 ,  
 -32568 , 3611 ,  
 -32647 , 2811 ,  
 -32706 , 2009 ,  
 -32745 , 1206 ,  
 -32765,   402    
