3661	0
25080	0
-3951	0
10492	0
-14559	0
-9391	0
-2631	0
12008	0
-10358	0
-1356	0
17443	0
1774	0
3520	0
-10804	0
-10673	0
-17905	0
26005	0
4570	0
2493	0
-4153	0
5401	0
-10269	0
895	0
-2290	0
-16734	0
11819	0
17241	0
10471	0
-16808	0
1934	0
-19916	0
5034	0
7225	0
5779	0
-10326	0
13584	0
9335	0
-11259	0
-4890	0
-14106	0
-1244	0
7459	0
27823	0
-14019	0
-1145	0
-4724	0
799	0
-10023	0
5255	0
-5637	0
533	0
24392	0
2209	0
-11521	0
-17603	0
4774	0
-10080	0
20151	0
1764	0
-1848	0
-3499	0
14655	0
-10697	0
-15238	0
37	0
-3282	0
15273	0
13268	0
4972	0
-26694	0
6817	0
-4978	0
643	0
-3753	0
9278	0
-2996	0
13217	0
10112	0
-21534	0
-12927	0
-1653	0
12876	0
-624	0
19210	0
-13311	0
-1050	0
1221	0
3234	0
-21074	0
410	0
10805	0
5869	0
15504	0
-4925	0
-14867	0
-16283	0
18545	0
-7851	0
5760	0
1664	0
8589	0
-2896	0
9156	0
-13963	0
-22041	0
8636	0
11948	0
10822	0
-2471	0
6128	0
-21371	0
8259	0
-1719	0
-5538	0
-10587	0
19832	0
8516	0
1086	0
334	0
-20602	0
-8615	0
6192	0
18370	0
-12953	0
12057	0
-1176	0
2773	0
-7181	0
-913	0
-20048	0
3416	0
24267	0
4513	0
-1394	0
-8888	0
-2965	0
-14101	0
17082	0
-9572	0
-634	0
6666	0
20234	0
-9561	0
-7109	0
-9824	0
-13483	0
13504	0
14139	0
3776	0
-13770	0
14438	0
-10817	0
-789	0
-8780	0
-1217	0
-5313	0
25139	0
11191	0
-14648	0
-7377	0
-7609	0
450	0
-507	0
15779	0
-14385	0
11947	0
8311	0
988	0
-22774	0
-1898	0
-4204	0
6709	0
21745	0
-1100	0
-9742	0
-6580	0
11153	0
-17802	0
4647	0
-4571	0
7848	0
7893	0
18642	0
-17799	0
-18007	0
2126	0
92	0
7439	0
4855	0
6444	0
-12888	0
18251	0
-8271	0
-12824	0
-13725	0
14227	0
3846	0
15134	0
5418	0
-19012	0
-6183	0
3154	0
3648	0
-14500	0
15450	0
-1853	0
12669	0
2223	0
-4344	0
-28371	0
3408	0
12861	0
2788	0
7571	0
-1054	0
-2801	0
-6917	0
12303	0
-23128	0
-2491	0
6979	0
20137	0
-1600	0
5781	0
-15605	0
-15532	0
9384	0
4883	0
-2121	0
-2923	0
19002	0
-7669	0
7625	0
-13369	0
-12709	0
-9541	0
25973	0
6220	0
-2511	0
1793	0
-8359	0
-3196	0
-1183	0
2711	0
-19053	0
20492	0
11282	0
6297	0
-14394	0
-3514	0
-17864	0
6188	0
16348	0
-3457	0
-1364	0
5629	0
