0	0
31164	0
19260	0
-19260	0
-31164	0
0	0
31164	0
19260	0
-19260	0
-31164	0
0	0
31164	0
19260	0
-19261	0
-31164	0
0	0
31164	0
19259	0
-19261	0
-31163	0
0	0
31164	0
19259	0
-19261	0
-31163	0
1	0
31164	0
19259	0
-19261	0
-31163	0
1	0
31164	0
19259	0
-19261	0
-31163	0
1	0
31164	0
19259	0
-19261	0
-31163	0
1	0
31164	0
19258	0
-19262	0
-31163	0
2	0
31164	0
19258	0
-19262	0
-31163	0
2	0
31164	0
19258	0
-19262	0
-31163	0
2	0
31165	0
19258	0
-19262	0
-31163	0
2	0
31165	0
19258	0
-19262	0
-31163	0
3	0
31165	0
19258	0
-19263	0
-31163	0
3	0
31165	0
19257	0
-19263	0
-31163	0
3	0
31165	0
19257	0
-19263	0
-31163	0
3	0
31165	0
19257	0
-19263	0
-31163	0
3	0
31165	0
19257	0
-19263	0
-31162	0
4	0
31165	0
19257	0
-19264	0
-31162	0
4	0
31165	0
19256	0
-19264	0
-31162	0
4	0
31165	0
19256	0
-19264	0
-31162	0
4	0
31165	0
19256	0
-19264	0
-31162	0
5	0
31165	0
19256	0
-19264	0
-31162	0
5	0
31165	0
19256	0
-19264	0
-31162	0
5	0
31165	0
19255	0
-19265	0
-31162	0
5	0
31166	0
19255	0
-19265	0
-31162	0
6	0
31166	0
19255	0
-19265	0
-31162	0
6	0
31166	0
19255	0
-19265	0
-31162	0
6	0
31166	0
19255	0
-19265	0
-31162	0
6	0
31166	0
19255	0
-19266	0
-31162	0
6	0
31166	0
19254	0
-19266	0
-31162	0
7	0
31166	0
19254	0
-19266	0
-31161	0
7	0
31166	0
19254	0
-19266	0
-31161	0
7	0
31166	0
19254	0
-19266	0
-31161	0
7	0
31166	0
19254	0
-19267	0
-31161	0
8	0
31166	0
19253	0
-19267	0
-31161	0
8	0
31166	0
19253	0
-19267	0
-31161	0
8	0
31166	0
19253	0
-19267	0
-31161	0
8	0
31166	0
19253	0
-19267	0
-31161	0
9	0
31167	0
19253	0
-19267	0
-31161	0
9	0
31167	0
19252	0
-19268	0
-31161	0
9	0
31167	0
19252	0
-19268	0
-31161	0
9	0
31167	0
19252	0
-19268	0
-31161	0
9	0
31167	0
19252	0
-19268	0
-31161	0
10	0
31167	0
19252	0
-19268	0
-31161	0
10	0
31167	0
19252	0
-19269	0
-31160	0
10	0
31167	0
19251	0
-19269	0
-31160	0
10	0
31167	0
19251	0
-19269	0
-31160	0
11	0
31167	0
19251	0
-19269	0
-31160	0
11	0
31167	0
19251	0
-19269	0
-31160	0
11	0
31167	0
19251	0
-19270	0
-31160	0
11	0
