0.032271, 0.000000,
0.035105, 0.000179,
0.036473, 0.001031,
0.038791, -0.000215,
0.037418, 0.001772,
0.037316, 0.002204,
0.036501, 0.001024,
0.038869, 0.001329,
0.041747, 0.000433,
0.038962, 0.001870,
0.043940, 0.003112,
0.040934, -0.000009,
0.040637, 0.003959,
0.044477, 0.003150,
0.045521, 0.003694,
0.048276, 0.003192,
0.049964, 0.004690,
0.047161, 0.005554,
0.052119, 0.007057,
0.055391, 0.006684,
0.056263, 0.007604,
0.061898, 0.011075,
0.067857, 0.009865,
0.072981, 0.015549,
0.078763, 0.016915,
0.086346, 0.020697,
0.102928, 0.026218,
0.120430, 0.034072,
0.148760, 0.046371,
0.204072, 0.068269,
0.324307, 0.119675,
0.947674, 0.384776,
-0.864029, -0.389796,
-0.276799, -0.139153,
-0.157543, -0.089519,
-0.106111, -0.069018,
-0.078714, -0.055625,
-0.059926, -0.051109,
-0.046085, -0.044553,
-0.031413, -0.041354,
-0.025927, -0.041211,
-0.019475, -0.040390,
-0.010024, -0.042174,
-0.003784, -0.040254,
0.000764, -0.043172,
0.008475, -0.046798,
0.016288, -0.053058,
0.026139, -0.058679,
0.043044, -0.072200,
0.067793, -0.102966,
0.137484, -0.175298,
0.876516, -0.999999,
-0.229929, 0.238932,
-0.107529, 0.103623,
-0.066579, 0.063701,
-0.051370, 0.045406,
-0.038430, 0.034066,
-0.028920, 0.030524,
-0.025759, 0.025068,
-0.021655, 0.022159,
-0.016081, 0.019170,
-0.013995, 0.016040,
-0.008034, 0.014860,
-0.009180, 0.015328,
-0.003250, 0.012964,
-0.001589, 0.016068,
0.001616, 0.013700,
0.005433, 0.014373,
0.008522, 0.016692,
0.011728, 0.016738,
0.015485, 0.017696,
0.020850, 0.018286,
0.025307, 0.021126,
0.033661, 0.025475,
0.039503, 0.029021,
0.052865, 0.036100,
0.070888, 0.044681,
0.097806, 0.058338,
0.146377, 0.086460,
0.266814, 0.152292,
1.000000, 0.578806,
-0.648867, -0.377635,
-0.257723, -0.149726,
-0.164718, -0.098784,
-0.122113, -0.072912,
-0.100730, -0.062067,
-0.085384, -0.054381,
-0.071930, -0.047407,
-0.063134, -0.043618,
-0.055678, -0.040449,
-0.052820, -0.038580,
-0.047657, -0.038044,
-0.047045, -0.036155,
-0.042657, -0.033540,
-0.040822, -0.032898,
-0.036896, -0.032161,
-0.036719, -0.035406,
-0.033282, -0.033637,
-0.032307, -0.031953,
-0.027839, -0.034739,
-0.028713, -0.034172,
-0.025781, -0.035950,
-0.025736, -0.037974,
-0.020615, -0.037486,
-0.020684, -0.040065,
-0.018385, -0.042380,
-0.016808, -0.043608,
-0.017500, -0.046003,
-0.012864, -0.048052,
-0.010187, -0.052253,
-0.004984, -0.054539,
-0.000559, -0.062439,
0.003949, -0.069326,
0.010753, -0.081097,
0.025109, -0.093732,
0.041902, -0.114820,
0.072800, -0.155699,
0.145536, -0.244147,
0.492586, -0.674536,
-0.639561, 0.711537,
-0.236462, 0.214379,
-0.159187, 0.118053,
-0.125016, 0.075659,
-0.107606, 0.054726,
-0.098146, 0.036785,
-0.090185, 0.024646,
-0.088955, 0.018406,
-0.084033, 0.008451,
-0.084510, 0.000000,
-0.084026, -0.008451,
-0.088946, -0.018399,
-0.090178, -0.024649,
-0.098145, -0.036783,
-0.107606, -0.054725,
-0.125020, -0.075650,
-0.159183, -0.118054,
-0.236462, -0.214377,
-0.639558, -0.711531,
0.492587, 0.674535,
0.145535, 0.244148,
0.072801, 0.155700,
0.041906, 0.114823,
0.025109, 0.093735,
0.010757, 0.081097,
0.003949, 0.069326,
-0.000551, 0.062441,
-0.004986, 0.054533,
-0.010187, 0.052256,
-0.012862, 0.048053,
-0.017496, 0.046008,
-0.016810, 0.043613,
-0.018381, 0.042377,
-0.020680, 0.040063,
-0.020609, 0.037487,
-0.025738, 0.037969,
-0.025780, 0.035948,
-0.028713, 0.034171,
-0.027834, 0.034743,
-0.032307, 0.031955,
-0.033279, 0.033636,
-0.036725, 0.035406,
-0.036889, 0.032166,
-0.040820, 0.032897,
-0.042658, 0.033540,
-0.047043, 0.036157,
-0.047652, 0.038044,
-0.052820, 0.038583,
-0.055676, 0.040448,
-0.063132, 0.043620,
-0.071922, 0.047413,
-0.085385, 0.054373,
-0.100733, 0.062067,
-0.122113, 0.072912,
-0.164715, 0.098786,
-0.257723, 0.149727,
-0.648868, 0.377636,
1.000000, -0.578806,
0.266824, -0.152294,
0.146381, -0.086463,
0.097812, -0.058340,
0.070891, -0.044681,
0.052868, -0.036097,
0.039506, -0.029022,
0.033664, -0.025476,
0.025309, -0.021126,
0.020854, -0.018285,
0.015484, -0.017698,
0.011732, -0.016742,
0.008521, -0.016694,
0.005434, -0.014373,
0.001617, -0.013699,
-0.001587, -0.016069,
-0.003250, -0.012964,
-0.009174, -0.015322,
-0.008035, -0.014862,
-0.013995, -0.016039,
-0.016081, -0.019170,
-0.021652, -0.022156,
-0.025757, -0.025066,
-0.028919, -0.030526,
-0.038430, -0.034067,
-0.051366, -0.045405,
-0.066575, -0.063700,
-0.107525, -0.103622,
-0.229927, -0.238931,
0.876519, 1.000000,
0.137485, 0.175299,
0.067795, 0.102967,
0.043044, 0.072200,
0.026132, 0.058674,
0.016289, 0.053058,
0.008477, 0.046796,
0.000763, 0.043173,
-0.003779, 0.040250,
-0.010026, 0.042173,
-0.019470, 0.040391,
-0.025925, 0.041211,
-0.031413, 0.041348,
-0.046081, 0.044552,
-0.059925, 0.051110,
-0.078712, 0.055626,
-0.106106, 0.069016,
-0.157540, 0.089519,
-0.276793, 0.139153,
-0.864023, 0.389796,
0.947670, -0.384778,
0.324307, -0.119677,
0.204075, -0.068271,
0.148760, -0.046372,
0.120424, -0.034073,
0.102932, -0.026220,
0.086347, -0.020699,
0.078763, -0.016915,
0.072981, -0.015548,
0.067856, -0.009866,
0.061903, -0.011078,
0.056264, -0.007604,
0.055387, -0.006684,
0.052121, -0.007058,
0.047165, -0.005554,
0.049964, -0.004690,
0.048271, -0.003195,
0.045518, -0.003694,
0.044471, -0.003145,
0.040637, -0.003960,
0.040934, 0.000009,
0.043940, -0.003112,
0.038965, -0.001871,
0.041749, -0.000433,
0.038868, -0.001329,
0.036501, -0.001024,
0.037319, -0.002204,
0.037421, -0.001770,
0.038785, 0.000207,
0.036473, -0.001033,
0.035106, -0.000180
